id,id_client,id_product,qtd,total,sale_date,product_id,usd_price,start_date,sale_date_norm,cotacao_brl,custo_total_brl,prejuizo,tem_prejuizo
3945,27,72,10,946813.7,2023-06-25,72,30675.48,2018-03-09,2023-06-25,4.7799,1466257.26852,519443.57,True
1106,15,94,8,309706.65,2023-06-25,94,8022.13,2023-03-31,2023-06-25,4.7799,306759.833496,-2946.82,False
413,42,66,6,71658.5,2023-06-25,66,2360.29,2021-01-05,2023-06-25,4.7799,67691.701026,-3966.8,False
9348,18,79,1,66147.0,2023-06-26,79,11724.63,2021-10-21,2023-06-26,4.7698,55924.140174,-10222.86,False
3328,43,69,2,90530.0,2023-06-26,69,9219.51,2023-05-15,2023-06-26,4.7698,87950.437596,-2579.56,False
6226,25,147,15,43178.45,2023-06-26,147,592.19,2022-08-25,2023-06-26,4.7698,42369.41793,-809.03,False
9279,6,63,4,559831.0,2023-06-26,63,27618.14,2021-07-29,2023-06-26,4.7698,526932.016688,-32898.98,False
4772,2,21,9,78611.0,2023-06-26,21,1674.22,2022-12-30,2023-06-26,4.7698,71871.251004,-6739.75,False
562,16,99,4,407613.65,2023-06-26,99,21330.89,2021-07-02,2023-06-26,4.7698,406976.316488,-637.33,False
7089,27,7,12,234225.0,2023-06-26,7,3678.62,2022-12-12,2023-06-26,4.7698,210555.38011199998,-23669.62,False
8247,27,41,8,84800.0,2023-06-26,41,2005.71,2023-01-06,2023-06-26,4.7698,76534.684464,-8265.32,False
4160,34,139,1,1425.0,2023-06-26,139,246.89,2020-10-30,2023-06-26,4.7698,1177.615922,-247.38,False
5241,9,116,12,30906.0,2023-06-26,116,502.24,2022-03-16,2023-06-26,4.7698,28747.012224,-2158.99,False
2813,46,26,14,229866.75,2023-06-26,26,3412.88,2022-03-14,2023-06-26,4.7698,227902.570336,-1964.18,False
6764,9,74,2,173117.0,2023-06-27,74,17160.36,2023-04-05,2023-06-27,4.7903,164406.54501600002,-8710.45,False
5418,29,24,1,23232.0,2023-06-27,24,4129.65,2021-04-06,2023-06-27,4.7903,19782.262394999998,-3449.74,False
1717,20,123,7,19439.0,2023-06-27,123,535.37,2022-09-02,2023-06-27,4.7903,17952.080377,-1486.92,False
4098,16,95,7,488656.0,2023-06-27,95,12945.63,2022-11-23,2023-06-27,4.7903,434094.159723,-54561.84,False
8125,44,111,6,24425.45,2023-06-27,111,821.82,2022-07-28,2023-06-27,4.7903,23620.586076000003,-804.86,False
9823,7,16,6,171034.2,2023-06-27,16,5615.94,2023-01-02,2023-06-27,4.7903,161412.224292,-9621.98,False
8934,6,61,6,168112.0,2023-06-27,61,5396.92,2023-01-23,2023-06-27,4.7903,155117.195256,-12994.8,False
7585,27,90,3,237292.0,2023-06-27,90,14083.78,2021-12-01,2023-06-27,4.7903,202396.594002,-34895.41,False
4816,22,114,2,1599.0,2023-06-27,114,152.46,2023-02-16,2023-06-27,4.7903,1460.6582760000001,-138.34,False
569,24,12,12,31078.3,2023-06-28,12,527.97,2022-06-20,2023-06-28,4.8563,30767.768532000002,-310.53,False
2545,23,84,2,86848.0,2023-06-28,84,8663.64,2023-04-11,2023-06-28,4.8563,84146.469864,-2701.53,False
8966,31,73,4,572640.0,2023-06-28,73,27541.35,2023-01-20,2023-06-28,4.8563,534996.23202,-37643.77,False
572,7,138,3,12549.0,2023-06-28,138,836.88,2023-05-25,2023-06-28,4.8563,12192.421032,-356.58,False
7784,41,27,11,172544.7,2023-06-28,27,3051.23,2022-07-12,2023-06-28,4.8563,162994.57073900002,-9550.13,False
4332,31,48,13,181994.35,2023-06-28,48,2836.04,2020-12-31,2023-06-28,4.8563,179044.593676,-2949.76,False
4157,31,130,9,35432.15,2023-06-28,130,859.48,2023-06-15,2023-06-28,4.8563,37565.034516,2132.88,True
3109,44,47,13,75618.1,2023-06-28,47,1496.29,2019-11-07,2023-06-28,4.8563,94463.630651,18845.53,True
8164,47,55,13,1358342.3,2023-06-28,55,23326.09,2022-04-14,2023-06-28,4.8563,1472620.381271,114278.08,True
5980,14,132,3,4454.55,2023-06-28,132,276.61,2020-08-20,2023-06-28,4.8563,4029.9034290000004,-424.65,False
284,37,85,13,476446.85,2023-06-28,85,7499.89,2022-12-23,2023-06-28,4.8563,473482.305491,-2964.54,False
4878,29,7,5,97594.0,2023-06-28,7,3678.62,2022-12-12,2023-06-28,4.8563,89322.41152999998,-8271.59,False
1277,4,22,5,197264.0,2023-06-28,22,7630.67,2022-08-22,2023-06-28,4.8563,185284.11360500002,-11979.89,False
4678,18,39,14,414860.0,2023-06-28,39,5270.87,2020-10-16,2023-06-28,4.8563,358356.963734,-56503.04,False
9091,10,22,4,157811.0,2023-06-28,22,7630.67,2022-08-22,2023-06-28,4.8563,148227.29088400002,-9583.71,False
7746,26,9,14,555877.0,2023-06-28,9,7933.96,2022-05-05,2023-06-28,4.8563,539415.659272,-16461.34,False
5906,3,85,9,329847.6,2023-06-28,85,7499.89,2022-12-23,2023-06-28,4.8563,327795.442263,-2052.16,False
4446,4,95,10,663176.0,2023-06-28,95,12945.63,2022-11-23,2023-06-28,4.8563,628678.62969,-34497.37,False
760,30,68,10,635522.45,2023-06-28,68,13998.43,2023-06-21,2023-06-28,4.8563,679805.75609,44283.31,True
6273,41,17,14,196543.0,2023-06-28,17,2833.14,2023-06-02,2023-06-28,4.8563,192620.088948,-3922.91,False
9717,28,46,14,69773.0,2023-06-28,46,1007.47,2023-05-24,2023-06-28,4.8563,68496.071854,-1276.93,False
4374,28,38,8,201104.55,2023-06-29,38,5097.21,2022-10-21,2023-06-29,4.8584,198114.280512,-2990.27,False
2912,17,49,5,63004.95,2023-06-29,49,2627.0,2021-06-07,2023-06-29,4.8584,63815.083999999995,810.13,True
3680,40,6,13,153663.0,2023-06-29,6,2104.66,2021-12-01,2023-06-29,4.8584,132928.64187199998,-20734.36,False
884,25,17,5,66684.3,2023-06-29,17,2833.14,2023-06-02,2023-06-29,4.8584,68822.63687999999,2138.34,True
8327,12,106,2,8770.0,2023-06-29,106,837.06,2020-12-28,2023-06-29,4.8584,8133.544607999999,-636.46,False
9908,32,32,13,162532.0,2023-06-29,32,2560.62,2023-06-12,2023-06-29,4.8584,161726.710704,-805.29,False
789,4,80,13,1679910.0,2023-06-29,80,24177.04,2022-10-28,2023-06-29,4.8584,1527002.5047679998,-152907.5,False
8259,15,147,12,34542.95,2023-06-29,147,592.19,2022-08-25,2023-06-29,4.8584,34525.150752,-17.8,False
4096,4,10,8,243450.8,2023-06-29,10,6594.15,2023-06-29,2023-06-29,4.8584,256296.14687999996,12845.35,True
6069,43,134,15,70764.0,2023-06-29,134,899.33,2022-12-05,2023-06-29,4.8584,65539.57308,-5224.43,False
2352,27,73,1,136002.0,2023-06-29,73,27541.35,2023-01-20,2023-06-29,4.8584,133806.89484,-2195.11,False
1930,27,8,14,69778.0,2023-06-29,8,1006.07,2023-05-10,2023-06-29,4.8584,68430.466832,-1347.53,False
2062,20,75,3,93389.75,2023-06-29,75,6193.58,2022-02-07,2023-06-29,4.8584,90272.667216,-3117.08,False
6589,36,49,2,25201.6,2023-06-29,49,2627.0,2021-06-07,2023-06-29,4.8584,25526.0336,324.43,True
1971,39,102,1,832.0,2023-06-29,102,199.93,2020-01-15,2023-06-29,4.8584,971.3399119999999,139.34,True
9923,40,146,8,3968.0,2023-06-30,146,99.02,2022-05-04,2023-06-30,4.8192,3817.577472,-150.42,False
4609,11,26,3,49257.5,2023-06-30,26,3412.88,2022-03-14,2023-06-30,4.8192,49342.053888,84.55,True
1275,21,81,10,1221485.0,2023-06-30,81,23345.09,2022-08-02,2023-06-30,4.8192,1125046.57728,-96438.42,False
3252,35,129,5,15514.45,2023-06-30,129,598.62,2022-07-14,2023-06-30,4.8192,14424.347520000001,-1090.1,False
1941,35,17,15,200052.9,2023-06-30,17,2833.14,2023-06-02,2023-06-30,4.8192,204802.02432,4749.12,True
6678,27,121,7,25860.0,2023-06-30,121,746.8,2023-05-24,2023-06-30,4.8192,25192.84992,-667.15,False
981,15,15,3,83699.0,2023-06-30,15,5267.98,2023-01-09,2023-06-30,4.8192,76162.347648,-7536.65,False
9993,23,86,6,561139.0,2023-06-30,86,17824.79,2021-08-13,2023-06-30,4.8192,515407.36780800007,-45731.63,False
3933,20,31,3,23606.55,2023-06-30,31,2418.07,2016-06-10,2023-06-30,4.8192,34959.488832,11352.94,True
6281,25,79,13,816913.55,2023-06-30,79,11724.63,2021-10-21,2023-06-30,4.8192,734543.379648,-82370.17,False
5930,42,19,5,78053.9,2023-06-30,19,3163.35,2021-08-30,2023-06-30,4.8192,76224.0816,-1829.82,False
1343,29,124,12,45239.0,2023-06-30,124,725.63,2023-02-27,2023-06-30,4.8192,41963.473152000006,-3275.53,False
7371,32,96,5,353104.0,2023-06-30,96,14776.4,2023-06-23,2023-06-30,4.8192,356052.1344,2948.13,True
5420,47,102,3,2371.2,2023-06-30,102,199.93,2020-01-15,2023-06-30,4.8192,2890.5079680000003,519.31,True
5970,16,90,13,976851.75,2023-06-30,90,14083.78,2021-12-01,2023-06-30,4.8192,882343.1834880001,-94508.57,False
5328,7,51,8,487608.4,2023-06-30,51,12243.38,2022-08-04,2023-06-30,4.8192,472026.375168,-15582.02,False
5106,23,66,7,83600.95,2023-06-30,66,2360.29,2021-01-05,2023-06-30,4.8192,79622.966976,-3977.98,False
1658,2,141,15,68140.65,2023-06-30,141,942.08,2022-03-17,2023-06-30,4.8192,68101.07904000001,-39.57,False
1001,11,40,10,134748.0,2023-06-30,40,2757.45,2022-12-23,2023-06-30,4.8192,132887.0304,-1860.97,False
4593,35,22,5,197264.0,2023-06-30,22,7630.67,2022-08-22,2023-06-30,4.8192,183868.62432,-13395.38,False
6474,6,88,7,338355.0,2023-06-30,88,9954.59,2023-06-28,2023-06-30,4.8192,335812.120896,-2542.88,False
9769,34,112,8,17448.0,2023-06-30,112,398.23,2021-11-16,2023-06-30,4.8192,15353.200128000002,-2094.8,False
9162,40,45,1,9904.0,2023-07-01,45,1881.33,2023-03-22,2023-07-01,4.8192,9066.505536,-837.49,False
7945,32,76,13,1830248.15,2023-07-01,76,27945.06,2022-07-04,2023-07-01,4.8192,1750746.830976,-79501.32,False
7501,9,142,2,1570.35,2023-07-01,142,160.09,2022-11-09,2023-07-01,4.8192,1543.0114560000002,-27.34,False
3887,1,85,6,231472.0,2023-07-01,85,7499.89,2022-12-23,2023-07-01,4.8192,216860.81932800004,-14611.18,False
9652,6,113,6,25051.5,2023-07-01,113,815.5,2022-07-05,2023-07-01,4.8192,23580.3456,-1471.15,False
6876,27,82,11,567974.0,2023-07-01,82,9770.29,2020-09-11,2023-07-01,4.8192,517934.7972480001,-50039.2,False
3979,11,148,9,43070.0,2023-07-01,148,919.03,2023-02-28,2023-07-01,4.8192,39860.904384,-3209.1,False
7118,28,98,11,829323.4,2023-07-01,98,15262.93,2022-10-03,2023-07-01,4.8192,809106.2348160001,-20217.17,False
4121,46,33,8,51039.7,2023-07-01,33,1268.8,2020-09-10,2023-07-01,4.8192,48916.807680000005,-2122.89,False
1508,2,117,9,35080.65,2023-07-01,117,823.4,2022-06-10,2023-07-01,4.8192,35713.16352,632.51,True
1867,49,52,12,156226.55,2023-07-01,52,2634.69,2023-01-11,2023-07-01,4.8192,152365.17657600003,-3861.37,False
6814,27,148,13,59101.4,2023-07-01,148,919.03,2023-02-28,2023-07-01,4.8192,57576.86188800001,-1524.54,False
1308,38,3,1,9024.0,2023-07-02,3,1753.77,2022-06-21,2023-07-02,4.8192,8451.768384,-572.23,False
1074,14,74,1,82231.05,2023-07-02,74,17160.36,2023-04-05,2023-07-02,4.8192,82699.20691200001,468.16,True
586,36,130,14,58017.0,2023-07-02,130,859.48,2023-06-15,2023-07-02,4.8192,57988.084224000006,-28.92,False
6566,10,61,3,79853.2,2023-07-02,61,5396.92,2023-01-23,2023-07-02,4.8192,78026.510592,-1826.69,False
1472,32,6,2,23640.0,2023-07-02,6,2104.66,2021-12-01,2023-07-02,4.8192,20285.554944,-3354.45,False
8352,44,96,2,141242.0,2023-07-02,96,14776.4,2023-06-23,2023-07-02,4.8192,142420.85376,1178.85,True
1470,36,77,7,297286.35,2023-07-02,77,8959.75,2023-02-02,2023-07-02,4.8192,302251.7904,4965.44,True
2827,45,13,6,44158.85,2023-07-02,13,1356.5,2021-10-22,2023-07-02,4.8192,39223.4688,-4935.38,False
4624,20,28,4,57034.0,2023-07-02,28,2723.39,2023-03-14,2023-07-02,4.8192,52498.244352,-4535.76,False
807,16,140,4,11911.1,2023-07-02,140,586.81,2021-02-03,2023-07-02,4.8192,11311.819008,-599.28,False
5062,27,133,3,5394.1,2023-07-02,133,348.47,2022-07-06,2023-07-02,4.8192,5038.039872000001,-356.06,False
2872,39,37,9,51878.55,2023-07-02,37,1181.71,2023-03-09,2023-07-02,4.8192,51254.071488,-624.48,False
9536,16,41,10,100700.0,2023-07-02,41,2005.71,2023-01-06,2023-07-02,4.8192,96659.17632,-4040.82,False
6775,41,18,4,106290.0,2023-07-03,18,4834.43,2022-01-25,2023-07-03,4.7876,92581.26827200002,-13708.73,False
7319,2,104,15,55695.0,2023-07-03,104,742.54,2020-03-26,2023-07-03,4.7876,53324.76756,-2370.23,False
9200,19,114,4,3037.15,2023-07-03,114,152.46,2023-02-16,2023-07-03,4.7876,2919.669984,-117.48,False
5387,38,55,5,549936.0,2023-07-03,55,23326.09,2022-04-14,2023-07-03,4.7876,558379.94242,8443.94,True
2930,48,109,14,8282.1,2023-07-03,109,169.23,2018-05-16,2023-07-03,4.7876,11342.877672,3060.78,True
5602,30,130,3,12432.0,2023-07-03,130,859.48,2023-06-15,2023-07-03,4.7876,12344.539344,-87.46,False
8117,43,33,7,47010.0,2023-07-03,33,1268.8,2020-09-10,2023-07-03,4.7876,42521.54816,-4488.45,False
2303,30,5,12,269826.6,2023-07-03,5,4920.79,2022-05-24,2023-07-03,4.7876,282705.290448,12878.69,True
2177,40,26,1,16418.85,2023-07-03,26,3412.88,2022-03-14,2023-07-03,4.7876,16339.504288000002,-79.35,False
8534,13,19,9,140496.45,2023-07-03,19,3163.35,2021-08-30,2023-07-03,4.7876,136303.69014,-4192.76,False
6859,8,87,5,317585.0,2023-07-03,87,11794.37,2021-11-01,2023-07-03,4.7876,282333.62906,-35251.37,False
1487,49,129,13,40337.95,2023-07-03,129,598.62,2022-07-14,2023-07-03,4.7876,37257.390456,-3080.56,False
2530,31,75,9,294915.0,2023-07-03,75,6193.58,2022-02-07,2023-07-03,4.7876,266871.452472,-28043.55,False
4421,42,61,15,399265.05,2023-07-03,61,5396.92,2023-01-23,2023-07-03,4.7876,387574.41288,-11690.64,False
8923,41,70,1,34355.0,2023-07-03,70,6655.06,2022-11-09,2023-07-03,4.7876,31861.765256000002,-2493.23,False
9824,42,50,15,169140.0,2023-07-03,50,2179.61,2020-12-23,2023-07-03,4.7876,156526.51254000003,-12613.49,False
2589,7,88,4,183678.7,2023-07-04,88,9954.59,2023-06-28,2023-07-04,4.8056,191351.110816,7672.41,True
2516,4,101,2,927.0,2023-07-04,101,87.95,2022-10-18,2023-07-04,4.8056,845.3050400000001,-81.69,False
1679,43,116,11,26914.45,2023-07-04,116,502.24,2022-03-16,2023-07-04,4.8056,26549.209984000005,-365.24,False
3456,45,138,10,39738.5,2023-07-04,138,836.88,2023-05-25,2023-07-04,4.8056,40217.10528,478.61,True
6900,23,18,5,132862.0,2023-07-04,18,4834.43,2022-01-25,2023-07-04,4.8056,116161.68404000002,-16700.32,False
8287,20,63,2,279915.0,2023-07-04,63,27618.14,2021-07-29,2023-07-04,4.8056,265443.467168,-14471.53,False
4208,10,140,11,34480.0,2023-07-04,140,586.81,2021-02-03,2023-07-04,4.8056,31019.715495999997,-3460.28,False
6998,2,35,14,146373.15,2023-07-04,35,2106.85,2023-02-15,2023-07-04,4.8056,141745.49704,-4627.65,False
9770,24,77,3,127408.3,2023-07-04,77,8959.75,2023-02-02,2023-07-04,4.8056,129170.9238,1762.62,True
3831,49,129,13,40337.95,2023-07-04,129,598.62,2022-07-14,2023-07-04,4.8056,37397.467536000004,-2940.48,False
4187,13,121,4,14777.0,2023-07-04,121,746.8,2023-05-24,2023-07-04,4.8056,14355.28832,-421.71,False
2739,24,98,4,301572.75,2023-07-04,98,15262.93,2022-10-03,2023-07-04,4.8056,293390.145632,-8182.6,False
5151,41,138,6,25098.0,2023-07-04,138,836.88,2023-05-25,2023-07-04,4.8056,24130.263168,-967.74,False
2384,43,42,6,35957.0,2023-07-04,42,1263.57,2022-05-27,2023-07-04,4.8056,36433.271951999996,476.27,True
6034,27,122,3,3768.65,2023-07-05,122,266.89,2023-06-02,2023-07-05,4.8577,3889.414659,120.76,True
5010,8,27,5,82557.0,2023-07-05,27,3051.23,2022-07-12,2023-07-05,4.8577,74109.799855,-8447.2,False
405,13,45,4,39615.0,2023-07-05,45,1881.33,2023-03-22,2023-07-05,4.8577,36555.746964,-3059.25,False
4505,35,119,7,22791.0,2023-07-05,119,625.1,2022-12-08,2023-07-05,4.8577,21255.837890000003,-1535.16,False
3086,29,18,3,79717.0,2023-07-05,18,4834.43,2022-01-25,2023-07-05,4.8577,70452.631833,-9264.37,False
7259,44,74,15,1298378.0,2023-07-05,74,17160.36,2023-04-05,2023-07-05,4.8577,1250398.2115800001,-47979.79,False
1542,3,81,13,1508533.5,2023-07-05,81,23345.09,2022-08-02,2023-07-05,4.8577,1474244.768009,-34288.73,False
2705,41,110,9,22460.0,2023-07-05,110,476.03,2021-08-26,2023-07-05,4.8577,20811.698378999998,-1648.3,False
3784,37,127,8,11775.25,2023-07-05,127,296.24,2023-03-27,2023-07-05,4.8577,11512.360384000001,-262.89,False
5188,44,142,8,6611.0,2023-07-05,142,160.09,2022-11-09,2023-07-05,4.8577,6221.3535440000005,-389.65,False
6477,46,29,5,182552.0,2023-07-05,29,7689.63,2022-03-29,2023-07-05,4.8577,186769.578255,4217.58,True
7646,27,115,5,4153.0,2023-07-05,115,160.69,2023-01-24,2023-07-05,4.8577,3902.9190650000005,-250.08,False
8862,2,17,4,56155.0,2023-07-05,17,2833.14,2023-06-02,2023-07-05,4.8577,55050.176712,-1104.82,False
7637,27,148,7,31824.05,2023-07-05,148,919.03,2023-02-28,2023-07-05,4.8577,31250.604217,-573.45,False
6587,42,128,8,35345.7,2023-07-06,128,853.09,2022-07-22,2023-07-06,4.8977,33425.431144,-1920.27,False
5620,32,105,12,3528.3,2023-07-06,105,62.64,2023-04-17,2023-07-06,4.8977,3681.5031360000003,153.2,True
1822,10,61,6,168112.0,2023-07-06,61,5396.92,2023-01-23,2023-07-06,4.8977,158594.97050400003,-9517.03,False
3942,7,17,13,173378.8,2023-07-06,17,2833.14,2023-06-02,2023-07-06,4.8977,180386.307114,7007.51,True
8042,23,9,8,301761.8,2023-07-06,9,7933.96,2022-05-05,2023-07-06,4.8977,310865.247136,9103.45,True
6452,28,69,8,362120.0,2023-07-06,69,9219.51,2023-05-15,2023-07-06,4.8977,361235.15301600005,-884.85,False
9398,37,39,6,177797.0,2023-07-06,39,5270.87,2020-10-16,2023-07-06,4.8977,154890.839994,-22906.16,False
2857,24,23,3,33536.0,2023-07-06,23,2108.74,2022-10-13,2023-07-06,4.8977,30983.927694,-2552.07,False
6565,15,38,7,185228.0,2023-07-06,38,5097.21,2022-10-21,2023-07-06,4.8977,174752.237919,-10475.76,False
1934,26,98,13,1031695.0,2023-07-06,98,15262.93,2022-10-03,2023-07-06,4.8977,971792.2793930001,-59902.72,False
9570,42,11,14,507247.0,2023-07-06,11,7246.24,2023-05-09,2023-07-06,4.8977,496858.735072,-10388.26,False
8671,31,88,10,483365.0,2023-07-06,88,9954.59,2023-06-28,2023-07-06,4.8977,487545.95443000004,4180.95,True
8391,22,92,9,759702.65,2023-07-06,92,16745.97,2022-12-12,2023-07-06,4.8977,738150.6354210002,-21552.01,False
3899,3,114,3,2278.1,2023-07-06,114,152.46,2023-02-16,2023-07-06,4.8977,2240.1100260000003,-37.99,False
7462,7,86,1,88846.85,2023-07-06,86,17824.79,2021-08-13,2023-07-06,4.8977,87300.47398300002,-1546.38,False
8929,19,68,9,571970.3,2023-07-06,68,13998.43,2023-06-21,2023-07-06,4.8977,617040.9954990001,45070.7,True
7537,18,44,11,112931.25,2023-07-07,44,1963.02,2022-01-17,2023-07-07,4.8799,105372.754278,-7558.5,False
5752,29,122,9,11902.0,2023-07-07,122,266.89,2023-06-02,2023-07-07,4.8799,11721.568598999998,-180.43,False
3564,37,117,10,41030.0,2023-07-07,117,823.4,2022-06-10,2023-07-07,4.8799,40181.096600000004,-848.9,False
9347,3,122,4,5290.0,2023-07-07,122,266.89,2023-06-02,2023-07-07,4.8799,5209.586044,-80.41,False
5068,9,76,14,2074775.0,2023-07-07,76,27945.06,2022-07-04,2023-07-07,4.8799,1909167.3761159999,-165607.62,False
3956,41,29,6,208108.9,2023-07-07,29,7689.63,2022-03-29,2023-07-07,4.8799,225147.752622,17038.85,True
7587,44,149,6,6632.9,2023-07-07,149,225.94,2023-02-14,2023-07-07,4.8799,6615.3876359999995,-17.51,False
4884,17,16,7,210042.0,2023-07-07,16,5615.94,2023-01-02,2023-07-07,4.8799,191836.579242,-18205.42,False
8852,16,113,8,35160.0,2023-07-07,113,815.5,2022-07-05,2023-07-07,4.8799,31836.4676,-3323.53,False
6666,43,103,11,19681.0,2023-07-07,103,341.7,2022-09-19,2023-07-07,4.8799,18342.08013,-1338.92,False
9449,36,118,5,21576.0,2023-07-07,118,797.41,2022-07-12,2023-07-07,4.8799,19456.405295,-2119.59,False
3108,7,139,14,18950.6,2023-07-07,139,246.89,2020-10-30,2023-07-07,4.8799,16867.179153999998,-2083.42,False
1601,14,141,9,40884.2,2023-07-08,141,942.08,2022-03-17,2023-07-08,4.8799,41375.30572800001,491.11,True
3911,39,76,15,2222973.0,2023-07-08,76,27945.06,2022-07-04,2023-07-08,4.8799,2045536.47441,-177436.53,False
722,24,10,6,182588.1,2023-07-08,10,6594.15,2023-06-29,2023-07-08,4.8799,193072.75551,10484.66,True
1846,40,111,15,64278.0,2023-07-08,111,821.82,2022-07-28,2023-07-08,4.8799,60155.991270000006,-4122.01,False
6250,8,149,4,4421.3,2023-07-08,149,225.94,2023-02-14,2023-07-08,4.8799,4410.258424,-11.04,False
932,15,113,10,43950.0,2023-07-08,113,815.5,2022-07-05,2023-07-08,4.8799,39795.5845,-4154.42,False
6466,15,138,5,20915.0,2023-07-08,138,836.88,2023-05-25,2023-07-08,4.8799,20419.453559999998,-495.55,False
4966,29,142,6,4958.0,2023-07-08,142,160.09,2022-11-09,2023-07-08,4.8799,4687.339146,-270.66,False
6526,2,56,6,245036.35,2023-07-08,56,8087.59,2022-12-19,2023-07-08,4.8799,236799.782646,-8236.57,False
5493,15,125,11,35551.85,2023-07-08,125,646.27,2023-03-22,2023-07-08,4.8799,34691.062703,-860.79,False
7473,42,4,10,33819.0,2023-07-08,4,654.31,2022-09-21,2023-07-08,4.8799,31929.67369,-1889.33,False
5212,29,119,2,6186.4,2023-07-08,119,625.1,2022-12-08,2023-07-08,4.8799,6100.85098,-85.55,False
8518,34,33,9,57419.9,2023-07-08,33,1268.8,2020-09-10,2023-07-08,4.8799,55724.55408,-1695.35,False
7271,5,141,4,19127.0,2023-07-08,141,942.08,2022-03-17,2023-07-08,4.8799,18389.024768000003,-737.98,False
355,8,141,8,36341.3,2023-07-08,141,942.08,2022-03-17,2023-07-08,4.8799,36778.049536000006,436.75,True
4047,24,107,6,9080.0,2023-07-08,107,295.48,2022-08-09,2023-07-08,4.8799,8651.477112,-428.52,False
5616,15,124,1,3770.0,2023-07-08,124,725.63,2023-02-27,2023-07-08,4.8799,3541.0018370000003,-229.0,False
1983,29,60,8,826508.55,2023-07-08,60,19341.09,2021-04-15,2023-07-08,4.8799,755060.680728,-71447.87,False
1299,31,117,13,53339.0,2023-07-09,117,823.4,2022-06-10,2023-07-09,4.8799,52235.42558,-1103.57,False
7613,24,25,1,11519.7,2023-07-09,25,2389.36,2022-03-04,2023-07-09,4.8799,11659.837864000001,140.14,True
3855,23,46,9,42611.3,2023-07-09,46,1007.47,2023-05-24,2023-07-09,4.8799,44247.17567700001,1635.88,True
2006,42,64,10,1059303.2,2023-07-09,64,21352.22,2022-09-06,2023-07-09,4.8799,1041966.9837800001,-17336.22,False
9871,9,37,5,30339.0,2023-07-09,37,1181.71,2023-03-09,2023-07-09,4.8799,28833.133145,-1505.87,False
4767,21,77,12,536456.0,2023-07-09,77,8959.75,2023-02-02,2023-07-09,4.8799,524672.2083,-11783.79,False
7770,34,72,7,662769.4,2023-07-09,72,30675.48,2018-03-09,2023-07-09,4.8799,1047852.9239640001,385083.52,True
4697,7,26,6,98514.05,2023-07-09,26,3412.88,2022-03-14,2023-07-09,4.8799,99927.078672,1413.03,True
4682,45,1,12,377596.5,2023-07-09,1,6360.91,2023-02-28,2023-07-09,4.8799,372487.25650799996,-5109.24,False
3213,18,150,7,11520.0,2023-07-09,150,326.88,2023-06-01,2023-07-09,4.8799,11165.991984,-354.01,False
8615,29,17,14,186715.85,2023-07-10,17,2833.14,2023-06-02,2023-07-10,4.8735,193302.30906,6586.46,True
7622,10,139,13,18523.0,2023-07-10,139,246.89,2020-10-30,2023-07-10,4.8735,15641.839394999997,-2881.16,False
1761,21,89,12,896930.15,2023-07-10,89,14832.32,2022-11-11,2023-07-10,4.8735,867423.7382400001,-29506.41,False
2477,35,18,4,106290.0,2023-07-10,18,4834.43,2022-01-25,2023-07-10,4.8735,94242.37842000001,-12047.62,False
3468,6,137,10,33855.0,2023-07-10,137,619.79,2020-06-26,2023-07-10,4.8735,30205.46565,-3649.53,False
178,6,143,6,25288.05,2023-07-10,143,896.83,2023-05-24,2023-07-10,4.8735,26224.20603,936.16,True
4815,7,131,1,964.0,2023-07-10,131,196.2,2023-06-07,2023-07-10,4.8735,956.1806999999999,-7.82,False
6367,5,42,3,17080.05,2023-07-10,42,1263.57,2022-05-27,2023-07-10,4.8735,18474.025185,1393.98,True
1181,46,70,9,293739.05,2023-07-10,70,6655.06,2022-11-09,2023-07-10,4.8735,291900.91419,-1838.14,False
8143,4,62,8,776887.2,2023-07-11,62,20000.78,2023-01-16,2023-07-11,4.8949,783214.5441759999,6327.34,True
7425,3,48,5,69997.9,2023-07-11,48,2836.04,2020-12-31,2023-07-11,4.8949,69410.66097999999,-587.24,False
487,42,104,7,25991.0,2023-07-11,104,742.54,2020-03-26,2023-07-11,4.8949,25442.613321999997,-548.39,False
5626,38,57,2,237581.0,2023-07-11,57,22497.79,2022-12-16,2023-07-11,4.8949,220248.864542,-17332.14,False
9337,38,92,3,266562.0,2023-07-11,92,16745.97,2022-12-12,2023-07-11,4.8949,245909.545659,-20652.45,False
3849,26,52,7,95929.0,2023-07-11,52,2634.69,2023-01-11,2023-07-11,4.8949,90275.808567,-5653.19,False
5916,43,56,8,343910.0,2023-07-11,56,8087.59,2022-12-19,2023-07-11,4.8949,316703.554328,-27206.45,False
9,37,26,7,114932.9,2023-07-11,26,3412.88,2022-03-14,2023-07-11,4.8949,116939.94418399999,2007.04,True
1732,31,45,8,79230.0,2023-07-11,45,1881.33,2023-03-22,2023-07-11,4.8949,73671.377736,-5558.62,False
7165,16,14,5,170102.25,2023-07-11,14,6767.66,2023-03-24,2023-07-11,4.8949,165635.09467,-4467.16,False
5242,39,109,7,4359.0,2023-07-11,109,169.23,2018-05-16,2023-07-11,4.8949,5798.547488999999,1439.55,True
4370,48,12,8,20718.55,2023-07-11,12,527.97,2022-06-20,2023-07-11,4.8949,20674.882824,-43.67,False
2399,41,36,11,248615.0,2023-07-12,36,4733.87,2023-06-22,2023-07-12,4.8058,250250.35690599997,1635.36,True
